,class,length,Diam,height,whole,shu,Vis,shell,rings
1930,1,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
1931,0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
1932,1,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
1933,1,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9
1934,1,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
1935,1,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
1936,1,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
1937,0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
1938,1,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10
1939,1,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
1940,0,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
1941,1,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
1942,1,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
1943,0,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
1944,0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
1945,0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
1946,0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
1947,0,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
1948,0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
1949,1,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
1950,1,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11
1951,0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
1952,0,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
1953,0,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12
1954,1,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10
1955,1,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
1956,0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
1957,1,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
1958,1,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8
1959,1,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
1960,0,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
1961,0,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9
1962,0,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
1963,1,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
1964,1,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8
1965,1,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
1966,0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
1967,0,0.58,0.45,0.15,0.92,0.393,0.212,0.2895,9
1968,1,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
1969,0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
1970,1,0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
1971,1,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10
1972,1,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
1973,0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
1974,1,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
1975,0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
1976,1,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
1977,0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
1978,1,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
1979,0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
1980,1,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11
1981,0,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,11
1982,0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
1983,1,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10
1984,0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
1985,0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9
1986,1,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
1987,1,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
1988,1,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
1989,0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
1990,0,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
1991,1,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
1992,0,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10
1993,1,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
1994,0,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
1995,1,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
1996,0,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
1997,1,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
1998,1,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
1999,0,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
2000,1,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
2001,1,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11
2002,1,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
2003,0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
2004,0,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
2005,1,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
2006,1,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
2007,0,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
2008,0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11
2009,0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
2010,0,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
2011,0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
2012,0,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
2013,0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
2014,1,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
2015,1,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
2016,1,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10
2017,1,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
2018,0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
2019,1,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
2020,1,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
2021,1,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
2022,1,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
2023,1,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
2024,1,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
2025,1,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
2026,1,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
2027,0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8
2028,0,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
2029,0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
2030,0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10
2031,1,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
2032,1,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
2033,1,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9
2034,1,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
2035,0,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
2036,1,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
2037,0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11
2038,1,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
2039,1,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
2040,0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
2041,0,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9
2042,0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
2043,0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
2044,1,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
2045,1,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
2046,1,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
2047,0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
2048,0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
2049,1,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
2050,1,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
2051,1,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
2052,0,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
2053,1,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
2054,1,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
2055,1,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
2056,1,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
2057,0,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
2058,1,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
2059,1,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
2060,0,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10
2061,1,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
2062,1,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
2063,1,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9
2064,1,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
2065,1,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
2066,0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9
2067,0,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,11
2068,1,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12
2069,0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
2070,1,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
2071,1,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13
2072,0,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,11
2073,1,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
2074,1,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
2075,0,0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11
2076,0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
2077,1,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
2078,0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
2079,0,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
2080,1,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
2081,1,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
2082,1,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
2083,0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
2084,0,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11
2085,0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
2086,1,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
2087,1,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
2088,0,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
2089,0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
2090,1,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10
2091,0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11
2092,0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
2093,1,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
2094,0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
2095,0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
2096,1,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8
2097,1,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
2098,1,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10
2099,1,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
2100,0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
2101,1,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9
2102,1,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9
2103,0,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
2104,1,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11
2105,0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
2106,1,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
2107,1,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10
2108,1,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
2109,1,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8
2110,1,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
2111,1,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10
2112,1,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
2113,0,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
2114,1,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
2115,0,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
2116,0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9
2117,0,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7
2118,1,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
2119,1,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
2120,0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
2121,1,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
2122,1,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
2123,0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9
2124,0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
2125,0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
2126,1,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
2127,1,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11
2128,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
2129,0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9
2130,1,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
2131,1,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
2132,1,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
2133,1,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
2134,1,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10
2135,1,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
2136,0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
2137,1,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
2138,1,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
2139,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
2140,0,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
2141,0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24
2142,0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
2143,0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21
2144,0,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11
2145,1,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
2146,1,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
2147,1,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
2148,1,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10
2149,0,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9
2150,1,0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9
2151,0,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6
2152,0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
2153,1,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15
2154,0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
2155,0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
2156,0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
2157,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
2158,1,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
2159,1,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15
2160,1,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10
2161,0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
2162,1,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
2163,0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
2164,1,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
2165,1,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
2166,0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
2167,0,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15
2168,1,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
2169,0,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7
2170,1,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
2171,1,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
2172,1,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11
2173,0,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
2174,0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11
2175,0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6
2176,0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8
2177,1,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
2178,1,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
2179,1,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
2180,0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
2181,1,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
2182,0,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
2183,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
2184,1,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11
2185,0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9
2186,0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
2187,0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6
2188,0,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17
2189,0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
2190,0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
2191,1,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9
2192,1,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
2193,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
2194,0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14
2195,0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
2196,0,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
2197,0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
2198,1,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
2199,1,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
2200,0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
2201,1,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
2202,1,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11
2203,1,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
2204,1,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
2205,1,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8
2206,1,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
2207,0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10
2208,0,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
2209,0,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
2210,1,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11
2211,1,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12
2212,1,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
2213,0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
2214,0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
2215,1,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
2216,1,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
2217,1,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
2218,0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
2219,1,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
2220,1,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
2221,1,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
2222,0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
2223,0,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
2224,0,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
2225,1,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13
2226,0,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
2227,1,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
2228,1,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
2229,0,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
2230,1,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
2231,0,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
2232,0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
2233,1,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
2234,1,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
2235,1,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
2236,0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
2237,0,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
2238,0,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
2239,1,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17
2240,0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
2241,1,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
2242,0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
2243,0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
2244,1,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
2245,0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
2246,0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
2247,1,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17
2248,1,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
2249,0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
2250,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
2251,1,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
2252,1,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
2253,0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
2254,1,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
2255,0,0.655,0.53,0.19,1.428,0.493,0.318,0.565,18
2256,1,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
2257,1,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11
2258,0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
2259,0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
2260,1,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
2261,0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
2262,0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14
2263,1,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
2264,0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15
2265,1,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
2266,0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
2267,1,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
2268,0,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
2269,1,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
2270,0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14
2271,1,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14
2272,0,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
2273,1,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
2274,0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
2275,1,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
2276,0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16
2277,0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
2278,0,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
2279,0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
2280,0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
2281,0,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9
2282,1,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5
2283,0,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
2284,0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
2285,0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
2286,1,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
2287,1,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9
2288,1,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
2289,1,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7
2290,1,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
2291,0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
2292,0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
2293,0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
2294,0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
2295,1,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10
2296,0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
2297,0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
2298,0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
2299,0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
2300,0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11
2301,0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
2302,0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12
2303,0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12
2304,1,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14
2305,0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13
2306,0,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12
2307,1,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11
2308,0,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
2309,0,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15
2310,0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10
